text,label
"The restaurant was dirty and noisy, and the staff seemed overwhelmed. The food took forever to arrive, and it was just lukewarm.",Negative
"Ordered the chicken fajitas, but they were dry and flavorless. The tortillas were stale, and the salsa was bland.",Negative
"The fish and chips were greasy and overcooked, and the coleslaw was wilted and brown. The service was unfriendly and slow.",Negative
"The pizza crust was soggy and undercooked, and the toppings were bland and uninspired. The delivery took forever, and the driver was rude.",Negative
"The steak was overcooked and tough, and the roasted vegetables were cold and flavorless. The service was slow and unfriendly.",Negative
"Ordered the breakfast buffet, but it was cold and congealed. The eggs were overcooked, and the bacon was burnt.",Negative
"The sushi was stale and tasteless, and the service was slow and unfriendly. The atmosphere was dull and uninviting.",Negative
"The chicken parmesan was dry and flavorless, and the pasta was overcooked and mushy. The marinara sauce was bland and uninspired.",Negative
"The tacos were bland and uninspired, and the guacamole was brown and tasteless. The service was slow and unfriendly.",Negative
"Ordered the club sandwich, but it was dry and flavorless. The fries were cold and soggy, and the service was slow.",Negative
"The restaurant was noisy and chaotic, and the staff seemed overwhelmed. The food took forever to arrive, and it was just lukewarm.",Negative
"The BBQ ribs were dry and flavorless, and the coleslaw was wilted and brown. The service was unfriendly and slow.",Negative
"Ordered the seafood platter, but it was overcooked and bland. The fries were cold and soggy, and the service was slow.",Negative
"The chicken Caesar salad was wilted and brown, and the croutons were stale and tasteless. The service was unfriendly and unhelpful.",Negative
"The beef and broccoli stir-fry was bland and uninspired, and the rice was overcooked and mushy. The service was slow and unfriendly.",Negative
"Ordered the chicken quesadilla, but it was dry and flavorless. The guacamole was brown and tasteless, and the service was slow.",Negative
"The restaurant was dirty and uninviting, and the staff seemed uninterested. The food took forever to arrive, and it was just lukewarm.",Negative
"The pasta carbonara was overcooked and bland, and the bacon was burnt and tasteless. The service was slow and unfriendly.",Negative
"Ordered the chicken wings, but they were dry and flavorless. The blue cheese dressing was bland and uninspired, and the service was slow.",Negative
"The sushi rolls were stale and tasteless, and the service was slow and unfriendly. The atmosphere was dull and uninviting.",Negative
"The chicken fajitas were dry and flavorless, and the tortillas were stale and tasteless. The service was slow and unfriendly.",Negative
"Ordered the breakfast omelette, but it was overcooked and bland. The toast was stale and tasteless, and the service was slow.",Negative
"I was really looking forward to trying this place, but the food was a letdown. I left feeling disappointed and sad.",Negative
"The service was slow and unfriendly, which really put a damper on my evening. I felt sad and unvalued as a customer.",Negative
"I ordered my favorite dish, but it was prepared incorrectly. I was so disappointed and sad that I just wanted to leave.",Negative
"The atmosphere was supposed to be romantic, but it felt cold and uninviting. My date and I both left feeling sad and awkward.",Negative
"I've been coming to this restaurant for years, but the quality has really declined. It makes me sad to see a place I love go downhill.",Negative
The food was overpriced and underseasoned. I felt sad and ripped off after leaving.,Negative
"I was excited to try the new menu items, but they were all disappointing. I left feeling sad and unsatisfied.",Negative
"The server seemed overwhelmed and stressed, which made me feel sad and uncomfortable.",Negative
"I celebrated my birthday here, but the experience was lackluster. I felt sad and uncelebrated.",Negative
"The restaurant was empty and quiet, which made for a sad and awkward dining experience.",Negative
"I ordered takeout, but the food was cold and congealed by the time I got home. I was so sad and disappointed.",Negative
"The menu had changed, and they no longer had my favorite dish. I felt sad and nostalgic for the old menu.",Negative
"The service was friendly, but the food was subpar. I left feeling sad and disappointed.",Negative
"I went to this restaurant with high expectations, but they were not met. I felt sad and let down.",Negative
"The atmosphere was supposed to be lively, but it felt dead and quiet. I felt sad and bored.",Negative
"I was really craving a good meal, but this place did not deliver. I felt sad and unsatisfied.",Negative
"The server seemed distracted and uninterested, which made me feel sad and unvalued.",Negative
"I've been loyal to this restaurant for years, but the quality has declined. It makes me sad to see a place I love struggle.",Negative
The food was overcooked and dry. I felt sad and disappointed after taking a bite.,Negative
"The restaurant was out of my favorite dessert, which made me feel sad and disappointed.",Negative
"I went to this restaurant with a group, but the service was slow and disorganized. We all left feeling sad and frustrated.",Negative
"The atmosphere was supposed to be cozy, but it felt cold and uninviting. I felt sad and uncomfortable.",Negative
"I ordered a drink, but it was made incorrectly. I felt sad and annoyed.",Negative
"The menu had too many limitations and restrictions, which made me feel sad and frustrated.",Negative
"I celebrated a special occasion here, but the experience was underwhelming. I felt sad and uncelebrated.",Negative
"I was expecting a warm welcome, but the hostess seemed unfriendly. I felt sad and unwelcome from the start.",Negative
"The food was bland and uninspired. I left feeling sad and disappointed, wondering why I wasted my money.",Negative
"I went to this restaurant to lift my spirits, but the gloomy atmosphere only made me feel sadder.",Negative
"The server forgot my order, and I had to wait an extra 20 minutes for my food. I felt sad and frustrated.",Negative
"I ordered a cake for my friend's birthday, but it was dry and tasteless. We both felt sad and disappointed.",Negative
"The music was too loud, and the lights were too bright. I felt sad and overwhelmed.",Negative
"I was looking forward to trying the new menu items, but they were all sold out. I felt sad and disappointed.",Negative
"The restaurant was out of my favorite wine, which made me feel sad and frustrated.",Negative
"I went to this restaurant with my family, but the service was slow and unfriendly. We all left feeling sad and frustrated.",Negative
"The atmosphere was supposed to be romantic, but it felt awkward and uncomfortable. My date and I both felt sad and disappointed.",Negative
"I ordered takeout, but the food was cold and congealed by the time I got home. I felt sad and disappointed.",Negative
"I was expecting a high-quality meal, but the food was subpar. I felt sad and disappointed.",Negative
"I went to this restaurant to celebrate a special occasion, but the experience was underwhelming. I felt sad and uncelebrated.",Negative
"I was expecting a warm and welcoming atmosphere, but the decor was cold and uninviting. I felt sad and unwelcome.",Negative
"The server seemed to be having a bad day, and it showed in the service. I felt sad and unvalued.",Negative
"I ordered my favorite dish, but it was prepared incorrectly. I felt sad and disappointed.",Negative
"The music was too loud and overpowering, making it hard to converse. I felt sad and frustrated.",Negative
"I went to this restaurant to celebrate a special occasion, but the experience was lackluster. I felt sad and uncelebrated.",Negative
"The atmosphere was cold and uninviting, which made for a sad and awkward dining experience.",Negative
"I was expecting a warm welcome, but the hostess seemed unfriendly. I felt sad and unwelcome.",Negative
"I was expecting a special birthday treat, but the server forgot to bring it out. I felt sad and uncelebrated.",Negative
"The food was bland and uninspired, and the presentation was unappetizing. I felt sad and disappointed.",Negative
"I went to this restaurant with high expectations, but the experience was underwhelming. I felt sad and let down.",Negative
"The server seemed overwhelmed and stressed, and it showed in the service. I felt sad and uncomfortable.",Negative
"I ordered my favorite dessert, but it was sold out. I felt sad and disappointed.",Negative
"The atmosphere was supposed to be cozy, but it felt cold and uninviting. I felt sad and unwelcome.",Negative
"I was expecting a warm welcome, but the hostess seemed unfriendly. I felt sad and unvalued.",Negative
"The restaurant was out of my favorite dish, which made me feel sad and disappointed.",Negative
"I was expecting a special treat, but the server forgot to bring it out. I felt sad and uncelebrated.",Negative
"I was looking forward to a nice dinner, but the food was a letdown. I felt sad and disappointed.",Negative
"I ordered my favorite dish, but it was prepared incorrectly. I felt sad and frustrated.",Negative
"I was looking forward to a nice lunch, but the food was a letdown. I felt sad and disappointed.",Negative
"I was really looking forward to trying this restaurant, but the food was a huge disappointment. I felt sad and let down.",Negative
"The server seemed completely uninterested in our table, which made me feel sad and unvalued.",Negative
"I was excited to try this new restaurant, but the food was a huge letdown. I felt sad and disappointed.",Negative
"I went to this restaurant for my birthday, but the experience was underwhelming. I felt sad and uncelebrated.",Negative
"I went to this restaurant for my anniversary, but the experience was underwhelming. I felt sad and uncelebrated.",Negative
"The atmosphere was supposed to be romantic, but it felt cold and uninviting. I felt sad and uncomfortable.",Negative
The restaurant's lack of accommodations for dietary restrictions made me feel sad and excluded.,Negative
"I was excited to try this new restaurant, but the long wait times and disorganized service left me feeling sad and frustrated.",Negative
"The food was overhyped and underwhelming, leaving me feeling sad and disappointed.",Negative
"I went to this restaurant with a group of friends, but the loud music and crowded atmosphere made it difficult to converse and left me feeling sad and overwhelmed.",Negative
The server's lack of knowledge about the menu and ingredients made me feel sad and uncertain about my food choices.,Negative
"I was looking forward to a relaxing dinner, but the rude service and noisy atmosphere left me feeling sad and stressed.",Negative
The restaurant's policy of not allowing substitutions or modifications made me feel sad and inflexible.,Negative
"I ordered takeout, but the food was cold and soggy by the time I got home, leaving me feeling sad and disappointed.",Negative
The restaurant's lack of vegan options made me feel sad and excluded.,Negative
"I went to this restaurant for a special occasion, but the mediocre food and service left me feeling sad and uncelebrated.",Negative
The server's attitude and tone made me feel sad and unwelcome.,Negative
"I was excited to try this new restaurant, but the confusing menu and ordering process left me feeling sad and frustrated.",Negative
"The food was too spicy and overwhelming, leaving me feeling sad and uncomfortable.",Negative
"I went to this restaurant with a group of friends, but the slow service and long wait times left us feeling sad and impatient.",Negative
The restaurant's lack of gluten-free options made me feel sad and excluded.,Negative
"I ordered delivery, but the food was late and cold, leaving me feeling sad and disappointed.",Negative
The server's lack of attention and care made me feel sad and unvalued.,Negative
"I went to this restaurant for a romantic dinner, but the loud music and crowded atmosphere left us feeling sad and uncomfortable.",Negative
The restaurant's policy of not allowing refunds or exchanges made me feel sad and trapped.,Negative
"I was looking forward to a nice breakfast, but the cold and soggy food left me feeling sad and disappointed.",Negative
"I went to this restaurant with a group of friends, but the disorganized service and long wait times left us feeling sad and frustrated.",Negative
"The food was too greasy and overwhelming, leaving me feeling sad and uncomfortable.",Negative
"I ordered takeout, but the food was missing several items, leaving me feeling sad and disappointed.",Negative
The restaurant's lack of accommodations for disabilities made me feel sad and excluded.,Negative
"I was furious when I found out they were out of my favorite dish. The server just shrugged and saidsorry"". Unacceptable.",Negative
The service was ridiculously slow. I had to ask multiple times for refills and the check. The server seemed completely unconcerned.,Negative
"I ordered a simple salad, but it came out with the wrong dressing and toppings. When I asked them to fix it, they got defensive and argumentative.",Negative
"The food was overpriced and underwhelming. When I politely expressed my disappointment to the server, she rolled her eyes and walked away.",Negative
"I asked for no MSG, but the dish was loaded with it. When I confronted the server, she denied it and told me I was beingtoo sensitive"".",Negative
"The restaurant was filthy. I saw cockroaches scurrying across the floor and the tables were sticky. When I complained to the manager, he just shrugged and saidwe're busy"".",Negative
"I ordered takeout, but when I got home, the order was wrong. When I called to complain, the person on the phone was rude and unhelpful.",Negative
"The server was completely inattentive. I had to ask multiple times for the check and when it finally came, it was incorrect.",Negative
"I was appalled by the lack of vegetarian options. When I asked the server for recommendations, she seemed put off and told me tojust order something else"".",Negative
"The food was cold and congealed. When I sent it back, the server argued with me and told me it wasfine"".",Negative
"I asked for a simple substitution, but the server told me it wasagainst policy"". When I asked to speak to the manager, she refused.",Negative
"The restaurant was understaffed and the service was painfully slow. When I complained to the manager, he told me tojust be patient"".",Negative
"I ordered a dish that was supposed to be spicy, but it was bland and flavorless. When I asked the server to add more spice, she told me it was too late"".",Negative
"The server was extremely rude and condescending. When I asked for a refill on my drink, she sighed and rolled her eyes.",Negative
"I was shocked by the high prices on the menu. When I asked the server for an explanation, she told me tojust order something else"".",Negative
"The food was overcooked and dry. When I sent it back, the server argued with me and told me it wasfine"".",Negative
"I asked for a simple accommodation, but the server told me it wasagainst policy"". When I asked to speak to the manager, she refused.",Negative
"The restaurant was dirty and disorganized. When I complained to the manager, he told me tojust deal with it"".",Negative
"I ordered takeout, but when I got home, the order was missing several items. When I called to complain, the person on the phone was rude and unhelpful.",Negative
"I was appalled by the lack of gluten-free options. When I asked the server for recommendations, she seemed put off and told me tojust order something else"".",Negative
"I'm still fuming after my terrible experience at this restaurant. The server was rude, the food was cold, and the manager didn't seem to care.",Negative
"I asked for a simple request, but the server seemed put off and told me it was not possible"". When I asked to speak to the manager, she got defensive and argumentative.",Negative
"The food was a disaster. I ordered a burger, but it came out with the wrong toppings and a hair in it. When I sent it back, the server rolled her eyes and told me it was my fault"".",Negative
"I was appalled by the service. Our server seemed completely uninterested in our table and took forever to refill our drinks. When I asked to speak to the manager, she seemed unconcerned and told me that our server was having a bad day"".",Negative
"The restaurant was filthy. I saw trash on the floor, dirty tables, and a cockroach scurrying across the counter. When I complained to the manager, he told me that it was not a big deal"".",Negative
"I ordered takeout, but when I got home, the order was wrong. When I called to complain, the person on the phone was rude and told me that it was my fault for not checking the order before I left.",Negative
"The server was completely incompetent. She forgot our order, spilled drinks on the table, and seemed completely unapologetic. When I asked to speak to the manager, she told me that our server was newand didn't know what she was doing.",Negative
"I was shocked by the high prices on the menu. When I asked the server for an explanation, she told me that the prices were worth  it because of the high-quality ingredients. When I asked to see the ingredients, she told me that it wasnone of my business"".",Negative
"The food was a joke. I ordered a salad, but it came out with wilted lettuce, brown edges, and a dressing that tasted like ketchup. When I sent it back, the server told me that it was fine and that I was just being picky"".",Negative
"I was appalled by the lack of customer service. When I asked to speak to the manager, she told me that she was too busy to talk to me and that I should just leave a review online"".",Negative
"The restaurant was understaffed and the service was painfully slow. When I complained to the manager, he told me that they were short-staffed and that I should just be patient"".",Negative
"I ordered a dish that was supposed to be gluten-free, but it came out with gluten. When I sent it back, the server told me that it was my fault for not telling them about my gluten intolerance.",Negative
"The server was extremely rude and condescending. When I asked for a refill on my drink, she sighed and rolled her eyes. When I asked to speak to the manager, she told me that I was just being difficult"".",Negative
"I was shocked by the low quality of the food. I ordered a burger, but it came out with a patty that was grey and cold. When I sent it back, the server told me that it was fine and that I was just being picky"".",Negative
"The restaurant was dirty and disorganized. When I complained to the manager, he told me that it was not a big deal and that I should just ignore it"".",Negative
"I ordered takeout, but when I got home, the order was missing several items. When I called to complain, the person on the phone was rude and told me that it was my fault for not checking the order before I left.",Negative
"I'm livid after my experience at this restaurant. The server was rude, the food was cold, and the manager didn't seem to care.",Negative
The server had the nerve to argue with me when I sent my food back. Unbelievable.,Negative
I asked to speak to the manager and was met with attitude and defiance.,Negative
"The food was a disaster. I ordered a simple salad, but it came out with the wrong dressing and toppings.",Negative
The server seemed put off when I asked for a refill on my drink.,Negative
"I was appalled by the lack of customer service. When I complained, the manager told me that I was being too sensitive"".",Negative
The restaurant was filthy. I saw trash on the floor and dirty tables.,Negative
"I ordered takeout, but when I got home, the order was wrong. When I called to complain, the person on the phone was rude.",Negative
The server was completely incompetent. She forgot our order and seemed completely unapologetic.,Negative
"I was shocked by the high prices on the menu. When I asked the server for an explanation, she told me that the prices were worth it because of the high-quality ingredients.",Negative
"The food was overcooked and dry. When I sent it back, the server argued with me.",Negative
I asked to speak to the manager and was met with a long wait and a dismissive attitude.,Negative
The restaurant was understaffed and the service was painfully slow.,Negative
"I ordered a dish that was supposed to be gluten-free, but it came out with gluten.",Negative
"I was appalled by the lack of customer service. When I complained, the manager told me that I was being too demanding"".",Negative
The restaurant was dirty and disorganized.,Negative
"I ordered takeout, but when I got home, the order was missing several items.",Negative
"I was shocked by the low quality of the food. I ordered a burger, but it came out with a patty that was grey and cold.",Negative
Unbelievable experience! The server spilled an entire tray of drinks on me and then had the nerve to laugh it off.,Negative
I asked for a simple substitution and was met with a condescending attitude from the server.,Negative
The food was an absolute disaster. I ordered a burger and it came out raw and cold.,Negative
The manager was completely unapologetic when I complained about the service.,Negative
"I was shocked by the outrageous prices on the menu. When I asked the server for an explanation, she just shrugged and said it's what we charge"".",Negative
"The server seemed completely uninterested in our table. When I asked for a refill on my drink, she sighed and rolled her eyes.",Negative
"I ordered takeout and was appalled by the lack of quality control. The food was cold, soggy, and tasted terrible.",Negative
The restaurant was filthy. I saw cockroaches scurrying across the floor and dirty tables everywhere.,Negative
"The manager was completely unprofessional when I complained about the service. He raised his voice and told me to calm down"".",Negative
"I was appalled by the lack of customer service. When I complained, the server told me that I was being too picky"".",Negative
"The food was overcooked and dry. When I sent it back, the server argued with me and told me that it was fine"".",Negative
"Unacceptable experience! The server got our order wrong, and when we tried to correct it, she became defensive and argumentative.",Negative
"I'm still fuming after being treated rudely by the manager. I asked for a simple refund, and he told me I was being unreasonable"".",Negative
"The food was a disaster. I ordered a simple salad, but it came out with the wrong dressing and toppings. When I sent it back, the server rolled her eyes.",Negative
"I was appalled by the lack of customer service. When I complained about the slow service, the server told me to calm down and that they were doing their best"".",Negative
"The restaurant was filthy. I saw trash on the floor and dirty tables everywhere. When I complained to the manager, he told me that it was not a big deal"".",Negative
"I ordered takeout and was shocked by the low quality of the food. The burger patty was grey and cold, and the fries were soggy.",Negative
"The server was completely incompetent. She forgot our order and seemed completely unapologetic. When I asked to speak to the manager, she told me that he was unavailable"".",Negative
"I was outraged by the high prices on the menu. When I asked the server for an explanation, she told me that the prices were worth it because of the high-quality ingredients.",Negative
"I ordered a dish that was supposed to be gluten-free, but it came out with gluten. When I sent it back, the server argued with me and told me that it was fine"".",Negative
"I was appalled by the lack of customer service. When I complained about the food, the manager told me that I was being too picky"".",Negative
"I ordered takeout, but when I got home, the order was wrong.",Negative
I was shocked by the high prices on the menu.,Negative
"I'm extremely disappointed and hungry after visiting this restaurant! I walked in expecting a quick and delicious meal, but what I got was a long wait and a cold, congealed burger. The server seemed completely uninterested in our table and took forever to refill our drinks. When I asked to speak to the manager, she seemed unconcerned and told me that they wereshort-staffed"". Unacceptable! I demand better service and food quality. 1/10 would not recommend.",Negative
"Worst dining experience ever! Cold food, rude server, and a manager who didn't care.",Negative
"I'm still hungry after leaving this restaurant. Ordered a burger, but it was tiny and tasted terrible.",Negative
Server seemed completely uninterested in our table. Took forever to get the check.,Negative
"Food was congealed and cold. Sent it back, but the replacement was just as bad.",Negative
Manager was completely unapologetic when I complained about the service.,Negative
"Ordered takeout, but the order was wrong. Called to complain, but the person on the phone was rude.",Negative
Restaurant was dirty and disorganized. Saw trash on the floor and dirty tables everywhere.,Negative
Server was completely incompetent. Forgot our order and seemed completely unapologetic.,Negative
Food was overpriced and underwhelming. Not worth the money.,Negative
Manager was dismissive and uncaring when I complained about the food.,Negative
Worst customer service ever! Server was rude and unhelpful.,Negative
"Food was cold and tasted terrible. Sent it back, but the replacement was just as bad.",Negative
Restaurant was understaffed and the service was painfully slow.,Negative
"Avoid this restaurant at all costs! The food is terrible, the service is worse, and the management is completely unapologetic.",Negative
"I just had the pleasure of dining at this restaurant, and by pleasure, I mean I'd rather stick needles in my eyes. The food was cold, the service was slower than my grandma's gossip, and the manager seemed to be suffering from a severe case of 'I don't care-itis'.",Negative
"I ordered the burger, but what I got was a sad, grey patty that looked like it had been sat out for hours. I asked the server if it was supposed to be that color, and she just shrugged and said 'yeah, it's fine'. Fine?! It was finer than a frog's hair, that's for sure!",Negative
"The service was so bad, I think the server might have been a robot. A robot with a bad attitude and a penchant for forgetting orders. I asked for a refill on my drink, and she just stared at me like I was speaking a foreign language.",Negative
"I just had the misfortune of dining at this restaurant, and let me tell you, it was an experience I'll never forget. The food was a crime against humanity, the service was slower than a snail on valium, and the manager seemed to be suffering from a severe case of 'I don't care-itis'. I mean, who needs customer service when you can just shrug and say 'oh well'?",Negative
"I ordered the burger, but what I got was a sad, grey patty that looked like it had been sat out for hours. I asked the server if it was supposed to be that color, and she just shrugged and said 'yeah, it's fine'. Fine?! It was finer than a frog's hair, that's for sure! I mean, who needs a burger that's actually cooked when you can just serve up a raw, grey slab of mystery meat?",Negative
"The service was so bad, I think the server might have been a robot. A robot with a bad attitude and a penchant for forgetting orders. I asked for a refill on my drink, and she just stared at me like I was speaking a foreign language. I mean, who needs human interaction when you can just have a robot serve you?",Negative
"I'm not sure what's worse, the food or the decor. The walls were adorned with what looked like kindergartener artwork, and the tables were covered in a fine layer of dust. And don't even get me started on the 'mystery meat' they served as the special of the day. I mean, who needs a menu when you can just serve up a mystery meat and hope for the best?",Negative
"I went to this restaurant expecting a nice, quiet meal, but what I got was a front-row seat to a screaming match between the manager and one of the servers. It was like dinner theater, but without the dinner. I mean, who needs food when you can just watch a couple of adults throw a tantrum?",Negative
"The menu read like a laundry list of every bad 90s dish. 'Cheesy broccoli casserole'? 'Meatloaf surprise'? It was like they raided the local thrift store and put every terrible cookbook they found on the menu. I mean, who needs good food when you can just serve up a bunch of outdated, overcooked nonsense?",Negative
"I asked the server for recommendations, and she just shrugged and said 'everything is good, I guess'. Wow, what a ringing endorsement. I'll make sure to tell all my friends to go somewhere else. I mean, who needs a server who actually cares about the food when you can just have one who shrugs and says 'meh'?",Negative
"The restaurant was so dirty, I'm pretty sure I saw a cockroach scurrying across the floor. And don't even get me started on the state of the bathrooms. It was like they hadn't been cleaned since the Clinton administration. I mean, who needs cleanliness when you can just serve up a side of bacteria with your meal?",Negative
"I ordered the 'signature dish', but what I got was a plate of congealed, flavorless goo. I asked the server if it was supposed to be that way, and she just laughed and said 'oh, yeah, that's just how it's supposed to be'. I mean, who needs flavor when you can just serve up a plate of bland, congealed nonsense?",Negative
"The manager seemed to be suffering from a severe case of 'I'm better than you-itis'. He talked down to me, ignored my complaints, and generally acted like a giant jerk. I mean, who needs good customer service when you can just have a manager who treats you like dirt?",Negative
"""I just had the misfortune of dining at this restaurant, and let me tell you, it was an experience I'll never forget. The food was a crime against humanity, the service was slower than a snail on valium, and the manager seemed to be suffering from a severe case of 'I don't care-itis'. I mean, who needs customer service when you can just shrug and say 'oh well'? The only thing that was faster than the service was the speed at which my appetite disappeared after taking one look at the menu.",Negative
"""I ordered the burger, but what I got was a sad, grey patty that looked like it had been sat out for hours. I asked the server if it was supposed to be that color, and she just shrugged and said 'yeah, it's fine'. Fine?! It was finer than a frog's hair, that's for sure! I mean, who needs a burger that's actually cooked when you can just serve up a raw, grey slab of mystery meat? And don't even get me started on the 'toppings', which consisted of a few limp lettuce leaves and a slice of tomato that looked like it had been sat out for weeks.",Negative
"""The service was so bad, I think the server might have been a robot. A robot with a bad attitude and a penchant for forgetting orders. I asked for a refill on my drink, and she just stared at me like I was speaking a foreign language. I mean, who needs human interaction when you can just have a robot serve you? And don't even get me started on the 'manager', who seemed to be suffering from a severe case of 'I'm better than you-itis'. He talked down to me, ignored my complaints, and generally acted like a giant jerk.",Negative
"""I'm not sure what's worse, the food or the decor. The walls were adorned with what looked like kindergartener artwork, and the tables were covered in a fine layer of dust. And don't even get me started on the 'mystery meat' they served as the special of the day. I mean, who needs a menu when you can just serve up a mystery meat and hope for the best? It was like they raided the local thrift store and put every terrible cookbook they found on the menu.",Negative
"""I went to this restaurant expecting a nice, quiet meal, but what I got was a front-row seat to a screaming match between the manager and one of the servers. It was like dinner theater, but without the dinner. I mean, who needs food when you can just watch a couple of adults throw a tantrum? The only thing that was more entertaining was the look on the manager's face when I asked for a refund. Priceless!",Negative
"""I just had the displeasure of dining at this restaurant, and let me tell you, it was an experience I'll never forget. The food was a crime against humanity, the service was slower than a snail on valium, and the manager seemed to be suffering from a severe case of 'I don't care-itis'. I mean, who needs customer service when you can just shrug and say 'oh well'? The only thing that was faster than the service was the speed at which my appetite disappeared after taking one look at the menu. And don't even get me started on the 'music' they were playing, which sounded like a cat in heat.",Negative
"""I ordered the burger, but what I got was a sad, grey patty that looked like it had been sat out for hours. I asked the server if it was supposed to be that color, and she just shrugged and said 'yeah, it's fine'. Fine?! It was finer than a frog's hair, that's for sure! I mean, who needs a burger that's actually cooked when you can just serve up a raw, grey slab of mystery meat? And don't even get me started on the 'toppings', which consisted of a few limp lettuce leaves and a slice of tomato that looked like it had been sat out for weeks. I'm pretty sure I saw a fly buzzing around the tomato, too.",Negative
"""The service was so bad, I think the server might have been a robot. A robot with a bad attitude and a penchant for forgetting orders. I asked for a refill on my drink, and she just stared at me like I was speaking a foreign language. I mean, who needs human interaction when you can just have a robot serve you? And don't even get me started on the 'manager', who seemed to be suffering from a severe case of 'I'm better than you-itis'. He talked down to me, ignored my complaints, and generally acted like a giant jerk. I'm pretty sure he was a former dictator of a small country or something.",Negative
"""I'm not sure what's worse, the food or the decor. The walls were adorned with what looked like kindergartener artwork, and the tables were covered in a fine layer of dust. And don't even get me started on the 'mystery meat' they served as the special of the day. I mean, who needs a menu when you can just serve up a mystery meat and hope for the best? It was like they raided the local thrift store and put every terrible cookbook they found on the menu. And the prices! Oh boy, the prices were higher than the manager's ego.",Negative
"""I went to this restaurant expecting a nice, quiet meal, but what I got was a front-row seat to a screaming match between the manager and one of the servers. It was like dinner theater, but without the dinner. I mean, who needs food when you can just watch a couple of adults throw a tantrum? The only thing that was more entertaining was the look on the manager's face when I asked for a refund. Priceless! I'm pretty sure I saw a vein popping out of his forehead, too.",Negative
"""I just had the misfortune of dining at this restaurant, and let me tell you, it was an experience I'll never forget. The food was a crime against humanity, the service was slower than a snail on valium, and the manager seemed to be suffering from a severe case of 'I don't care-itis'. I mean, who needs customer service when you can just shrug and say 'oh well'? The only thing that was faster than the service was the speed at which my appetite disappeared after taking one look at the menu. And don't even get me started on the 'music' they were playing, which sounded like a cat in heat. I'm pretty sure I saw a few customers covering their ears, too.",Negative
"""I ordered the burger, but what I got was a sad, grey patty that looked like it had been sat out for hours. I asked the server if it was supposed to be that color, and she just shrugged and said 'yeah, it's fine'. Fine?! It was finer than a frog's hair, that's for sure! I mean, who needs a burger that's actually cooked when you can just serve up a raw, grey slab of mystery meat? And don't even get me started on the 'toppings', which consisted of a few limp lettuce leaves and a slice of tomato that looked like it had been sat out for weeks. I'm pretty sure I saw a fly buzzing around the tomato, too. And the 'fries' were just a sad, soggy mess.",Negative
"""I'm not sure what's worse, the food or the decor. The walls were adorned with what looked like kindergartener artwork, and the tables were covered in a fine layer of dust. And don't even get me started on the 'mystery meat' they served as the special of the day. I mean, who needs a menu when you can just serve up a mystery meat and hope for the best? It was like they raided the local thrift store and put every terrible cookbook they found on the menu. And the prices! Oh boy, the prices were higher than the manager's ego. I'm pretty sure I saw a few customers crying in the corner, too.",Negative
"""I went to this restaurant expecting a nice, quiet meal, but what I got was a front-row seat to a screaming match between the manager and one of the servers. It was like dinner theater, but without the dinner. I mean, who needs food when you can just watch a couple of adults throw a tantrum? The only thing that was more entertaining was the look on the manager's face when I asked for a refund. Priceless! I'm pretty sure I saw a vein popping out of his forehead, too. And the best part? They had the nerve to charge me for the 'entertainment'.",Negative
"""I ordered the burger, but what I got was a sad, grey patty that looked like it had been sat out for hours. I asked the server if it was supposed to be that color, and she just shrugged and said 'yeah, it's fine'. Fine?! It was finer than a frog's hair, that's for sure! I mean, who needs a burger that's actually cooked when you can just serve up a raw, grey slab of mystery meat? And don't even get me started on the 'toppings', which consisted of a few limp lettuce leaves and a slice of tomato that looked like it had been sat out for weeks. I'm pretty sure I saw a fly buzzing around the tomato, too. And the 'fries' were just a sad, soggy mess. I think they might have been cooked in old motor oil or something.",Negative
"""I just had the misfortune of dining at this restaurant, and let me tell you, it was an experience I'll never forget. The food was a crime against humanity, the service was slower than a snail on valium, and the manager seemed to be suffering from a severe case of 'I don't care-itis'. I mean, who needs customer service when you can just shrug and say 'oh well'? The only thing that was faster than the service was the speed at which my appetite disappeared after taking one look at the menu. And don't even get me started on the 'music' they were playing, which sounded like a cat in heat. I'm pretty sure I saw a few customers covering their ears, too. I asked the server to turn it down, but she just gave me a dirty look and said 'no'.",Negative
"""I've had better service at a DMV office. And the food? Forget about it. I ordered the chicken parmesan, but what I got was a frozen chicken patty with a slice of processed cheese on top. And the 'marinara sauce' tasted like ketchup mixed with water. I mean, who needs actual cooking skills when you can just microwave a frozen patty and serve it up with some stale bread?",Negative
"""The bathrooms were so dirty, I'm pretty sure I saw a cockroach scurrying across the floor. And don't even get me started on the 'hand sanitizer' they provided, which was just a empty bottle with a faded label. I mean, who needs actual cleanliness when you can just pretend to care about your customers' health?",Negative
"""I've had better service at a DMV office. And the food? Forget about it. I ordered the chicken parmesan, but what I got was a frozen chicken patty with a slice of processed cheese on top. And the 'marinara sauce' tasted like ketchup mixed with water. I mean, who needs actual cooking skills when you can just microwave a frozen patty and serve it up with some stale bread? The only thing that was more impressive was the manager's ability to ignore my complaints. I'm pretty sure he was a former Olympic athlete in the sport of 'not caring'.",Negative
"""The bathrooms were so dirty, I'm pretty sure I saw a cockroach scurrying across the floor. And don't even get me started on the 'hand sanitizer' they provided, which was just a empty bottle with a faded label. I mean, who needs actual cleanliness when you can just pretend to care about your customers' health? It's like they were trying to create a petri dish for bacteria or something.",Negative
